id,text
2327,we were very affected by the earthquake. we are in lizon 37. we need a lot of help
2329,"We need your help we need food, water and medical supplies in delmas 75 publin. Av P. Philipe street"
2330,I live in Diquini in the seminary school. We have food problems. Please send something for us.
2331,"i have a lot of problems since thursday, i can't eat much because i am so shocked. where i used to live is destroyed what can you do for me. i didn't save anything"
2332,Please give us info. on the aftershocks we felt
2333,"good evening, in this dificul time i would like to go to canada because i have family, what should i do to go?"
2334,We need help in Cabaret because we are sleeping in the street and we need shelter.
2335,"We are in la Gonave. Ten days After this desaster we have needs, we are afraid to sleep in our house. We need food, water, medicine. please thinks to la gonave. "
2336,Hello. My house has been destroyed. How do I get help please.
2337,"Thanks for the message, Did your mom and dad already left"
2338,I need an answer about the quake
2339,this is for ansavo where the station is
2340,Where is Unicef's HeadQuarters??
2341,I received a message to go too the Red Cross in Port-au-Prince. They said they. .. 
2342,Can you not say a word in this
2343,From OJVR (Organization young victims penny Quips) to Digicel Organization of young victims penny ray (name of the main road closest to the sea in Carrefour. We are a bunch of people who are victims of the disaster of Tuesday January 12
2344,Important Message asking whether Haiti is under occupation
2345,"I am from Port-au-Prince in the west. It is here that I have people/family. what can I do to live, my house is gone. OK"
2346,"What we want is food. We haven't received any. We are in Leogane, Laferone. If we don't receive aid, we will die. Reo homes are destroyed and we have nothing."
2347,I don't understand what the message is saying. Please tell me what it says. Thank you
2348,My friends has been crushed Fleurimond. Save us please. 3rd entrance St. Anthony Bariy.
2349,I have 250 people who need help. Where do I go to get help for them?
2350,"People from Gressier living in the 2nd section in Morne Chandel, we are asking the concerned authorities to please check up on us because we haven't received anything. We need food, water and medicine."
2351,"I live in port-au-prince, please help me because I don't know what to do"
2352,"I'm not from the country side. if you want to help me, please do so "
2353,I don't understand what you are saying. I am hungry in Laplaine.
2356,Do you think that a person with an exipred visa can still go to Santo Domingo?
2357,Good lord help us. Again I'm at Reginal Cross - Deprez in Pacot
2358,"If I am from the central plateau, where can I get a free ride out and I am homeless, I live tons of rain, Road Brothers, even it is little"
2359,I'm in Gros Morne. I need food and clothes. My dear friends help me for the love of God
2360,I would like to know which station is for Cap-Haitien.
2361,My brother is american and I would like to know what can I do to leave Haiti
2362,This is message is not important. It's political stuff about govenment removing the capital someplace else 
2363,The good lord knows everything.
2365,An information please : where is the bus station to go to Jrmie? 
2366,I am a ceramics craftsman but they don't have that type of work in the provinces
2367,".. . is disembarking in a place, Lady Mary received more than 5000 people already. Everything has gone up, a little bag of rice is 210, gallon of oil "
2368,As see us by my Laza. Our house is completely ruined. We are dying.
2369,"Those people who will be in the provinces by the barrell, what did we plan for them? They have health and hunger, insecurity and an expensive life problems"
